Recorder,EntregaLagunaGrande,EntregaLagunaChica,EvapLagunaChica,EntradaLagunaChica ,LagunaChicaStorage,EvapLagunaGrande,EntradaLagunaGrande,LagunaGrandeStorage,EvapSantaJuana,EntradaSantaJuana,rStaJuanaAbajo,InfSantaJuana,SantaJuanaStorage
,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-04,0.0,0.0,0.001023075085713761,0.0005911031220911336,3498880.3286702903,0.0020826345368796027,0.0011739938171629858,6997644.803254494,0.0,5.747561919435049,6.190359919435049,0.0,0.0
1994-05,0.0,0.0,0.0006611682874036773,0.0003388468370053192,3498017.0228975434,0.0014117693576541298,0.0006729748004127826,6995666.015912379,0.0,4.362638453,4.715948271501655,0.0,130719.26244516746
1994-06,1.5131817707845466e-05,0.0,0.0007301279983157454,0.0013770196138658695,3499693.765965049,0.0010475703042001883,0.0027347638841074403,7000000.0,9.001776757433775e-05,3.8087522718177076,4.134164840008885,2.6188242412510916e-05,306866.9837157528
1994-07,0.017382286622569458,0.00873319940040017,0.0007971939261785234,0.009644728017047199,3500000.0,0.0017748475923206042,0.019157134214890063,7000000.0,0.0002442519814480973,3.4228248910229695,3.6978919898631197,6.147760328218764e-05,543546.4019825493
1994-08,0.008484413929968692,0.004271882432257939,0.0,0.004271882432257939,3500000.0,0.0,0.008484413929968692,7000000.0,0.0005590264927537678,3.197680914362226,3.710749832291765,0.00010889385903273462,85441.87000984605
1994-09,0.0,5.3855081493506366e-05,0.002093048086203868,0.002146903167697374,3500000.0,0.008272459883141023,0.004263978569437762,6989610.016434881,0.00010697854946121447,3.7806558408984037,4.1371453293777884,1.7117388532808505e-05,0.0
1994-10,0.0,0.0,0.005736672892216205,0.0033518982945028907,3493612.619717485,0.011108681034101283,0.006647346142316503,6977660.777060725,0.0,3.6555646114828186,3.937212711482818,0.0,0.0
1994-11,0.0,0.0,0.003988287214022869,0.0013989450559263369,3486901.0448436984,0.008276584834149172,0.0027746507342455958,6963399.763873775,0.0,4.11125421545006,4.369870215450061,0.0,0.0
1994-12,0.0,0.0,0.001739548437616093,0.0011158215356052784,3485230.4547093525,0.0036925780845327785,0.002212834866313562,6959436.419638096,0.0,4.406162806983101,4.6195297069831,0.0,0.0
1995-01,0.0,0.0,0.0031389013249363195,0.003682676087677009,3486686.901033877,0.006151895584056768,0.007302619187255637,6962518.517736904,0.0,4.529038483734019,4.715762483734018,0.0,0.0
1995-02,0.0,0.0,0.0036338164037688523,0.0025385421989669505,3484037.21367762,0.007252786656616608,0.005033966964046972,6957150.74913664,0.0,4.133761482656268,4.347768882656268,0.0,0.0
1995-03,0.0,0.0,0.0006718287931820549,0.00045042805044778316,3483444.2139282804,0.001719010367251575,0.0008931956883089088,6954938.88710056,0.0,3.3403900487906566,3.532816748790655,0.0,0.0
1995-04,0.0,0.0,0.0010796051450575738,0.0006806601595702835,3482410.1485258974,0.0021918905174348265,0.001349544937491911,6952755.527357347,0.0,2.9200133681629605,3.1071037681629603,0.0,0.0
1995-05,0.0,0.0,0.0017867105764425109,0.0022832028737140215,3483739.953494909,0.003173930659320521,0.004526829135619873,6956379.130636267,0.0,2.44469491843817,2.6128324184381695,0.0,0.0
1995-06,0.0,0.0,0.0018981710284590807,0.0010600473917446414,3481567.5370285455,0.004058306277719523,0.002102012802669546,6951308.417948938,0.0,2.2820034409654895,2.44402064096549,0.0,0.0
1995-07,0.0,0.0,0.000776045815040212,0.001531229969145302,3483590.222266901,0.0024868799667307,0.003036020606622716,6952779.236238825,0.0,2.0349515755303984,2.181369075530398,0.0,0.0
1995-08,0.0,0.0,0.0022225484502352544,0.0010813277393362456,3480533.576714829,0.004313102774640193,0.002143192999212625,6946967.34989632,0.0,1.8999233794765078,2.0368687794765075,0.0,0.0
1995-09,0.005383503566729932,0.0055485357819673115,0.00014378773990686992,0.013202517690535803,3500000.0,0.00032486423753678203,0.026168495159081474,7000000.0,0.0,1.9366727534805663,2.0698194534805663,0.0,0.0
1995-10,0.0,0.0,0.0035209975587641783,0.0007190622387174983,3492495.296438787,0.011121409683013802,0.0014281342643281912,6974037.531118592,0.0,1.7773830211448163,1.891943721144816,0.0,0.0
1995-11,0.0,0.0,0.004480982375444457,0.001211293335477845,3484020.2624471937,0.007292828042948387,0.00240198526505372,6961360.466638289,0.0,1.7386127035298131,1.846843403529813,0.0,0.0
1995-12,0.009441213802395614,0.0056556563848844405,0.0037073715986588648,0.015329178503557594,3500000.0,0.006548632748596535,0.03041619562570489,7000000.0,0.0,1.9523693417878756,2.044009241787875,0.0,0.0
1996-01,0.0,0.0,0.00818598738750102,0.004284168914698939,3489549.369402447,0.018868593558195514,0.008508816193941495,6972252.372307582,0.0,2.0767174577629284,2.1533976577629286,0.0,0.0
1996-02,0.0,0.0,0.0013978261091486361,0.00020254145093458078,3486554.4641628256,0.0035668448884717038,0.00040187429587295166,6964322.221990766,0.0,2.1141119551922722,2.196848455192272,0.0,0.0
1996-03,0.0,-8.421247238638224e-17,0.001942201719390448,0.0018213005400321612,3486230.6424440327,0.004469887625445444,0.003612738938990195,6962026.434948964,0.0,1.8045404582341225,1.8851440582341235,0.0,0.0
1996-04,0.0,8.421247238638224e-17,0.003681822367840903,0.006370838416857294,3493200.572043083,0.007068322113661745,0.012634227802639893,6976453.262494795,0.0,1.7677158350489963,1.8433724350489964,0.0,0.0
1996-05,0.0,-2.105311809659556e-17,0.0010775195499672526,0.00012160102995998759,3490640.239879096,0.002896012287626309,0.0002411687213158609,6969342.529486789,0.0,1.5398230598929836,1.6166481598929834,0.0,0.0
1996-06,0.0,0.0,0.0003357719976820247,0.0037131581027613153,3499394.4246634613,0.0007697042855228947,0.0073621171037055394,6986430.063511519,0.0,1.4848302233049335,1.5590976233049336,0.0,0.0
