Date,ZONE_1,ZONE_2,ZONE_3,ZONE_4
2017-02-01,0.0,0.0,53.6048583984375,142267.033203125
2017-03-01,0.0,0.0,50.60148239135742,139948.68359375
2017-04-01,0.0,0.0,46.225341796875,135845.576171875
2017-05-01,0.0,0.0,41.075904846191406,131786.337890625
2017-06-01,0.0,0.0,38.083091735839844,130203.60546875
2017-07-01,0.0,0.0,36.95485305786133,131174.203125
2017-08-01,0.0,0.0,37.956932067871094,134402.416015625
2017-09-01,0.0,0.0,41.69098663330078,137935.103515625
2017-10-01,0.0,0.0,46.28411865234375,141360.328125
2017-11-01,0.0,0.0,50.83409881591797,144567.412109375
2017-12-01,0.0,0.0,53.684326171875,145523.396484375
2018-01-01,0.0,0.0,54.22235107421875,144523.052734375
2018-02-01,0.0,0.0,54.29660415649414,144156.466796875
2018-03-01,0.0,0.0,51.3582649230957,141807.42578125
2018-04-01,0.0,0.0,46.960140228271484,137651.55859375
2018-05-01,0.0,0.0,41.780250549316406,133557.26953125
2018-06-01,0.0,0.0,38.698944091796875,131956.017578125
2018-07-01,0.0,0.0,37.56563186645508,132915.357421875
2018-08-01,0.0,0.0,38.55502700805664,136171.66796875
2018-09-01,0.0,0.0,42.29279327392578,139680.5546875
2018-10-01,0.0,0.0,46.89671325683594,143096.865234375
2018-11-01,0.0,0.0,51.4029655456543,146278.99609375
2018-12-01,0.0,0.0,54.22056579589844,147241.537109375
2019-01-01,0.0,0.0,54.73391342163086,146213.0390625
2019-02-01,0.0,0.0,54.79118728637695,145831.208984375
2019-03-01,0.0,0.0,51.893218994140625,143454.783203125
