Date,03022001-3,03041002-5,03041005-K,03404001-K,03414001-4,03421001-2,03430001-1,03430003-8,03431001-7,03453001-7,03802001-3,03804002-2,03806001-5,03814003-5,03815002-2,03820001-1,03820003-8,04301002-6,04302001-3,04308001-6
2003-12-01,0.638741935483871,0.01319354838709677,0.2793548387096774,0.4915161290322581,1.618387096774194,0.34275,0.836258064516129,1.806451612903226,2.099354838709677,0.079,2.196129032258065,3.389354838709677,2.728709677419355,2.68483870967742,1.925530239038325,4.892903225806452,5.320967741935483,3.511290322580645,0.7552258064516129,8.114516129032259
2004-01-01,0.574516129032258,0.00961290322580645,0.291258064516129,0.5381290322580645,2.485806451612903,0.6898387096774194,0.8602258064516128,3.628064516129032,2.041612903225806,0.06196774193548387,2.493870967741936,4.290322580645161,2.568064516129032,2.844193548387097,2.153055854814408,5.774193548387097,5.586451612903226,1.924354838709677,0.6815806451612904,7.602903225806451
2004-02-01,0.5725862068965517,0.01089655172413793,0.3061724137931034,0.4883103448275862,2.441379310344828,0.7287241379310344,0.5462758620689655,4.540344827586207,1.991034482758621,0.06527586206896552,2.307586206896552,3.570344827586207,2.818620689655172,2.921379310344828,2.488415568595487,5.735517241379311,5.53448275862069,0.333,0.823655172413793,6.360344827586206
2004-03-01,0.5745,0.01319354838709677,0.2866774193548387,0.514258064516129,1.366161290322581,0.5052580645161291,0.332,2.438709677419355,2.059032258064516,0.08761290322580646,1.787741935483871,2.79,2.484838709677419,2.466129032258065,1.740647812592065,4.955161290322581,5.470645161290323,1.075516129032258,0.7498387096774194,5.346451612903226
2004-04-01,0.5551600000000001,0.0147,0.3113,0.7968666666666666,1.182333333333333,0.4295333333333334,0.1144333333333333,1.961,2.045333333333333,0.1262333333333333,1.270280527900503,2.880666666666667,2.772333333333334,2.361,2.054615265934,5.051666666666667,5.05,1.827333333333333,0.6122,4.680000000000001
2004-05-01,0.5660322580645162,0.01667741935483871,0.3114838709677419,0.8087096774193548,1.185548387096774,0.3789677419354838,0.04767741935483871,2.165161290322581,2.110322580645161,0.1422258064516129,1.746666666666667,2.819677419354838,3.02258064516129,2.36741935483871,2.266683233088798,5.311612903225806,4.34516129032258,1.595161290322581,0.4807096774193548,4.132258064516129
2004-06-01,0.5841333333333334,0.02186666666666667,0.3123,0.9884666666666667,1.080733333333333,0.3727,0.0827,2.106333333333333,2.132,0.1771666666666667,1.290909090909091,2.711,2.807333333333333,2.235,2.079822107535529,5.547333333333333,4.957666666666666,1.382,0.4781,3.925666666666666
2004-07-01,0.6206774193548387,0.02535483870967742,0.3089354838709678,1.069838709677419,1.211935483870968,0.3238064516129032,0.1147741935483871,2.086666666666666,2.088387096774194,0.1422903225806451,1.196903225806452,2.945483870967742,2.865483870967742,2.113225806451613,1.964167250243263,5.51516129032258,4.29633158676934,1.250322580645161,0.5631935483870968,4.113548387096774
2004-08-01,0.7010000000000001,0.0364516129032258,0.316,1.097322580645161,1.122129032258065,0.3640967741935484,0.1624193548387097,2.251612903225806,2.290645161290323,0.1815161290322581,1.161741935483871,2.377096774193548,2.795483870967742,2.110333333333334,1.856550836648856,4.64,4.981132648775159,1.190967741935484,0.6899032258064516,4.038709677419355
2004-09-01,0.6828000000000001,0.04146666666666667,0.3101333333333333,0.6803666666666667,0.7443666666666666,0.3427756566396019,0.1823,1.289166666666667,2.073,0.1642,1.267566666666667,1.991333333333333,1.995666666666666,1.925,1.650106472165483,2.639666666666666,4.251,1.228333333333333,0.6778,3.661333333333333
